2026년 연간 지역축제 개최 계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
연번,광역자치단체명,기초자치단체명,축제명,축제 유형,개최 장소,,,,,개최기간,,,,,,,,개최 주기,"최초
개최연도",예산(백만원),,,,"국비지원
부처명",방문객수(前년),,,,,축제 주최 전담조직,,,담당자,,,,,비고
,,,,,장소명,축제 유형,,,,시작일,,,종료일,,,"총
일수",비고,,,합계,국비,지방비,"기타
(민간 등)",,전체,내국인(명),외국인(명),계측 방법,비고,전담조직명,조직형태,설립근거,소속,부서명,직급/직책,성명,연락처,비고
,,,,,장소명,축제 유형,시도,시군구,읍면동,년,월,일,년,월,일,,,,,,,,,,,,,,,,,,,,,,,
1074,15. 경북,청도군,청도반시축제,01. 문화예술,청도야외공연장 일원,04. 독립형,15. 경북,청도군,화양읍,2026,10,,2026,10,,3,미정,01. 매년,2007,500,20,480,0,무응답,"350,000","350,000",0,99. 무응답,기타,청도반시축제추진위원회,04. 지자체 위원회,청도군 축제 등에 관한 육성 및 운영 조례,청도군,관광정책과,주무관,윤정희,054-370-2211,
1075,15. 경북,청도군,청도세계코미디아트페스티벌,01. 문화예술,청도야외공연장 일원,04. 독립형,15. 경북,청도군,화양읍,2026,10,,2026,10,,3,미정,01. 매년,2015,648,218,430,0,무응답,"350,000","350,000",0,99. 무응답,기타,청도군,01. 정부/지자체,청도군 축제 등에 관한 육성 및 운영 조례,청도군,관광정책과,주무관,윤정희,054-370-2211,
1076,15. 경북,고령군,고령 대가야축제,04. 전통역사,고령 지산동 고분군 및 대가야박물관 일원,04. 독립형,15. 경북,고령군,대가야읍,2026,3,27,2026,3,29,3,,01. 매년,2005,"1,340",40,"1,300",0, 문화체육관광부 ,미집계,미집계,미집계,03. 미집계,,(재)고령문화관광재단,02. 재단(관광/문화/예술),고령문화관광재단 설립 및 운영에 관한 조례,고령군,관광진흥과,주무관,강선희,054-950-6654,
1077,15. 경북,성주군,2026 성주참외&생명문화축제,05. 지역특산물,성주 성밖숲 일원,02. 녹지형,15. 경북,성주군,성주읍,2026,5,14,2026,5,17,4,,01. 매년,2004,"1,145",25,"1,120",0,무응답,"247,625","247,625",0,02. 추정,통신 데이터,성주군 축제추진위원회,04. 지자체 위원회,성주군 축제추진위원회 설치 및 운영 조례,성주군,관광과,주무관,백은솔,054-930-6982,
1078,15. 경북,성주군,2026 성주가야산 황금들녘 메뚜기 축제,02. 자연생태,성주 수성리 어울림 마당 일원,04. 독립형,15. 경북,성주군,수륜면,2026,10,,2026,10,,2,미정,01. 매년,2014,130,10,120,0,무응답,"50,000","50,000",0,02. 추정,주차면수,성주가야산황금들녘메뚜기축제추진위원회,04. 지자체 위원회,,성주군,관광과,주무관,우지연,054-930-6984,
1079,15. 경북,칠곡군,제3회 칠곡 꿀맥 페스티벌,05. 지역특산물,칠곡평화분수,02. 녹지형,15. 경북,칠곡군,왜관읍,2026,7,11,2026,7,12,2,,01. 매년,2024,200,0,200,0,해당없음,"20,000","20,000",0,01. 계측,유인,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡군,문화관광과,팀장,박신호,054-979-6101,
1080,15. 경북,칠곡군,왜관 홀리 페스티벌,01. 문화예술,왜관수도원 일원,02. 녹지형,15. 경북,칠곡군,왜관읍,2026,9,4,2026,9,5,2,,01. 매년,2025,200,60,140,0,무응답,"12,000","12,000",0,99. 무응답,기타,경상북도 칠곡군,01. 정부/지자체,,칠곡군,문화관광과,행정7/주무관,장성민,054-979-6087,
1081,15. 경북,칠곡군,2026 향사국악제 및 가야금 병창전국대회,01. 문화예술,향사아트센터,04. 독립형,15. 경북,칠곡군,석적읍,2026,9,,2026,5,,2,미정,01. 매년,2014,83,25,58,0,무응답,214,214,0,01. 계측,유인,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡문화관광재단,문화콘텐츠팀,차장,이대훈,054-979-3222,
1082,15. 경북,칠곡군,제4회 칠곡트랜스미디어 축제,01. 문화예술,미정,06. 미정,15. 경북,칠곡군,-,2026,9,,2026,10,,50,미정,01. 매년,2023,175,53,123,0, 문화체육관광부 ,"13,000","13,000",0,99. 무응답,기타,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡문화관광재단,인문문화도시팀,대리,양수현,070-4109-7977,
1083,15. 경북,칠곡군,제13회 칠곡낙동강평화축제,04. 전통역사,칠곡보 생태공원,02. 녹지형,15. 경북,칠곡군,석적읍,2026,10,15,2026,10,18,4,,01. 매년,2013,"1,900",720,"1,180",0,무응답,"400,000","400,000",0,01. 계측,무인,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡군,문화관광과,팀장,박신호,054-979-6101,
1084,15. 경북,칠곡군,제17회 낙동강지구 전투 전승행사,04. 전통역사,칠곡보 오토캠핑장,04. 독립형,15. 경북,칠곡군,석적읍,2026,10,16,2026,10,18,3,,01. 매년,2009,238,72,166,0,무응답,"400,000","400,000",0,01. 계측,무인,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡군,문화관광과,팀장,박신호,054-979-6101,
1085,15. 경북,칠곡군,205 칠곡 문화거리 페스타,01. 문화예술,왜관읍 중앙로 일대,05. 기타,15. 경북,칠곡군,왜관읍,2026,10,,2026,10,,2,미정,01. 매년,2025,175,53,123,0, 문화체육관광부 ,"40,000","40,000",0,99. 무응답,기타,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡문화관광재단,인문문화도시팀,대리,김은비,054-979-7977,
1086,15. 경북,칠곡군,2026 럭키칠곡 크리스마스 마켓,01. 문화예술,왜관역 광장,02. 녹지형,15. 경북,칠곡군,왜관읍,2026,12,,2026,12,,,미정,01. 매년,2025,200,60,140,0,무응답,"13,000","13,000",0,99. 무응답,기타,칠곡문화관광재단,02. 재단(관광/문화/예술),칠곡문화관광재단 설립에 관한 조례,칠곡군,문화관광과,팀장,박신호,054-979-6101,
1087,15. 경북,예천군,회룡포 봄꽃축제,02. 자연생태,회룡포 일원,05. 기타,15. 경북,예천군,용궁면,2026,4,25,2026,4,26,2,,01. 매년,2023,50,0,50,0,해당없음,"80,000","80,000",0,01. 계측,유인,예천군 문화관광과,01. 정부/지자체,,예천군,문화관광과,주무관,이명재,054-650-6391,
1088,15. 경북,예천군,예천치맥페스티벌,03. 주민화합,경북도청 신도시 일원,05. 기타,15. 경북,예천군,호명읍,2026,7,18,2026,7,25,8,,04. 최초,2026,30,0,30,0,해당없음,최초 개최,최초 개최,최초 개최,04. 기타,최초 개최,에천문화관광재단,02. 재단(관광/문화/예술),예천군 재단법인 예천문화관광재단 설립 및 지원에 관한 조례,예천군,문화관광과,주무관,이명재,054-650-6391,
1089,15. 경북,예천군,용궁순대축제,05. 지역특산물,용궁면 전통시장 일원,01. 마을형,15. 경북,예천군,용궁면,2026,4,25,2026,4,26,2,,01. 매년,2012,200,0,200,0,해당없음,"15,000","15,000",0,01. 계측,유인,에천문화관광재단,02. 재단(관광/문화/예술),예천군 재단법인 예천문화관광재단 설립 및 지원에 관한 조례,예천군,문화관광과,주무관,이명재,054-650-6391,
1090,15. 경북,예천군,금당야행,03. 주민화합,금당실마을 일원,01. 마을형,15. 경북,예천군,용문면,2026,5,8,2026,5,9,2,,01. 매년,2019,60,18,42,0,무응답,"11,765","11,765",0,01. 계측,유인,에천문화관광재단,02. 재단(관광/문화/예술),예천군 재단법인 예천문화관광재단 설립 및 지원에 관한 조례,예천군,문화관광과,주무관,이명재,054-650-6391,
1091,15. 경북,예천군,삼강나루주막축제,01. 문화예술,삼강문화단지 일원,03. 수변형,15. 경북,예천군,풍양면,2026,9,25,2026,9,27,3,,01. 매년,2018,210,0,210,0,해당없음,"54,678","54,678",0,01. 계측,유인,에천문화관광재단,02. 재단(관광/문화/예술),예천군 재단법인 예천문화관광재단 설립 및 지원에 관한 조례,예천군,문화관광과,주무관,이명재,054-650-6391,
1092,15. 경북,예천군,활축제,01. 문화예술,한천체육공원 일원,02. 녹지형,15. 경북,예천군,예천읍,2026,10,30,2026,11,1,3,,01. 매년,2014,600,200,400,0,무응답,"178,287","178,287",0,01. 계측,유인,에천문화관광재단,02. 재단(관광/문화/예술),예천군 재단법인 예천문화관광재단 설립 및 지원에 관한 조례,예천군,문화관광과,주무관,이명재,054-650-6391,
1093,15. 경북,예천군,농산물축제,05. 지역특산물,한천체육공원 일원,02. 녹지형,15. 경북,예천군,예천읍,2026,10,30,2026,11,1,3,,01. 매년,1998,300,0,300,0,해당없음,"178,287","178,287",0,99. 무응답,기타,예천농산물축제추진위원회,04. 지자체 위원회,,예천군,농정과,주무관,김민우,054-650-6271,
1094,15. 경북,예천군,어린이날 행사,03. 주민화합,곤충생태원 일원,04. 독립형,15. 경북,예천군,효자면,2026,5,3,2026,5,5,3,,01. 매년,2007,50,0,50,0,해당없음,"4,961","4,961",0,01. 계측,티켓판매,예천군,01. 정부/지자체,,예천군,곤충연구소,주무관,손형원,054-650-6467,
1095,15. 경북,예천군,여름방학 곤충페스티벌,02. 자연생태,곤충생태원 일원,04. 독립형,15. 경북,예천군,효자면,2026,8,14,2026,8,17,4,,01. 매년,2007,150,0,150,0,해당없음,"6,393","6,393",0,01. 계측,티켓판매,예천군,01. 정부/지자체,,예천군,곤충연구소,주무관,손형원,054-650-6467,
1096,15. 경북,봉화군,제28회 봉화은어축제,02. 자연생태,내성천 일원,03. 수변형,15. 경북,봉화군,봉화읍,2026,7,25,2026,8,2,9,,01. 매년,1999,"2,115",25,"2,090",0,무응답,"225,380","225,380",0,02. 추정,통신 데이터,(재)봉화축제관광재단,02. 재단(관광/문화/예술),봉화군 재단법인 봉화축제관광재단 설립 및 지원에 관한 조례,봉화군,문화관광과,주무관,문미리,054-679-6343,
1097,15. 경북,봉화군,제30회 봉화송이축제,05. 지역특산물,내성천 일원,03. 수변형,15. 경북,봉화군,봉화읍,2026,10,,2026,10,,4,미정,01. 매년,1997,699,0,699,0,해당없음,"87,121","87,121",0,02. 추정,통신 데이터,(재)봉화축제관광재단,02. 재단(관광/문화/예술),봉화군 재단법인 봉화축제관광재단 설립 및 지원에 관한 조례,봉화군,문화관광과,주무관,문미리,054-679-6343,
1098,15. 경북,봉화군,2026-2027 한겨울 분천산타마을,01. 문화예술,분천산타마을,01. 마을형,15. 경북,봉화군,소천면,2026,12,19,2027,2,14,58,,01. 매년,2014,400,90,310,0,무응답,미집계,미집계,미집계,03. 미집계,,(재)봉화축제관광재단,02. 재단(관광/문화/예술),봉화군 재단법인 봉화축제관광재단 설립 및 지원에 관한 조례,봉화군,문화관광과,주무관,문미리,054-679-6343,
1099,15. 경북,울진군,2026 울진대게와 붉은대게축제,05. 지역특산물,후포항 일원,03. 수변형,15. 경북,울진군,후포면,2026,2,27,2026,3,3,5,,01. 매년,2000,400,0,400,0,해당없음,"60,000","60,000",0,02. 추정,통신 데이터,울진군 축제발전위원회,04. 지자체 위원회,울진군 축제발전위원회의 설치 및 운영 조례,울진군,해양수산과,주무관,황미진,054-789-6851,
1100,15. 경북,울진군,2026 죽변항 수산물축제,05. 지역특산물,죽변항 일원,03. 수변형,15. 경북,울진군,죽변면,2026,11,,2026,11,,3,미정,01. 매년,2019,425,25,400,0,무응답,"60,000","60,000",0,02. 추정,통신 데이터,울진군 축제발전위원회,04. 지자체 위원회,울진군 축제발전위원회의 설치 및 운영 조례,울진군,해양수산과,주무관,황미진,054-789-6851,
1101,15. 경북,울릉군,울릉 스노우 컬처 페스티벌,02. 자연생태,울릉군 일원,05. 기타,15. 경북,울릉군,-,2026,2,13,2026,2,21,9,,03. 일회성,2023,250,0,250,0,해당없음,미집계,미집계,미집계,03. 미집계,,울릉군축제위원회,04. 지자체 위원회,울릉군 축제 육성 및 지원에 관한 조례,울릉군,문화체육과,행정7,김예슬,054-790-6426,
1102,15. 경북,울릉군,제23회 울릉도오징어축제,05. 지역특산물,울릉군 일원,05. 기타,15. 경북,울릉군,-,2026,7,,2026,7,,3,미정,01. 매년,2001,370,25,345,0,무응답,"13,700","13,700",0,99. 무응답,기타,울릉군축제위원회,04. 지자체 위원회,울릉군 축제 육성 및 지원에 관한 조례,울릉군,문화체육과,행정7,김예슬,054-790-6426,
1103,16. 경남,창원시,문화다양성축제 MAMF(맘프) 2026,01. 문화예술,"용지문화공원, 중앙대로 일원",02. 녹지형,16. 경남,창원시,성산구,2026,10,23,2026,10,25,3,,01. 매년,2005,850,250,600,0,문화체육관광부,"310,000","230,000","80,000",99. 무응답,기타,경남이주민노동복지센터,05. 민간 협/단체,-,창원시,인구정책담당관,주무관,이원재,055-225-7504,
1104,16. 경남,창원시,제8회 무점마을 코스모스축제,03. 주민화합,동판저수지 코스모스길,03. 수변형,16. 경남,창원시,의창구,2026,,,2026,,,,미정,01. 매년,2019,"2,100",0,"2,100",0,해당없음,"30,000","30,000",모름,99. 무응답,기타,무점마을코스모스축제위원회,04. 지자체 위원회,,창원시,동읍,주무관,김수곤,055-212-5116,
1105,16. 경남,창원시,천주산진달래축제,02. 자연생태,천주산 일원,03. 수변형,16. 경남,창원시,의창구,2026,4,4,2026,4,5,2,,01. 매년,2011,32,0,22,10,해당없음,"6,000","6,000",0,99. 무응답,,천주산진달래축제위원회,04. 지자체 위원회,-,창원시,문화예술과,주무관,박유민,055-225-3655,방문자 수 재작년
1106,16. 경남,창원시,2026 창원 k-pop 월드페스티벌,01. 문화예술,창원광장(미정),02. 녹지형,16. 경남,창원시,성산구,2026,10,,2026,10,,,미정,01. 매년,2011,"1,300",100,"1,100",100,문화체육관광부,"8,000","8,000",모름,01. 계측,티켓판매,KBS서울,06. 민간 사업체,,창원시,문화예술과,주무관,이상지,055-225-3665,
1107,16. 경남,창원시,제64회 진해군항제,02. 자연생태,진해구 일원,05. 기타,16. 경남,창원시,진해구,2026,3,27,2026,4,5,10,,01. 매년,1963,"1,565",0,"1,565",0,해당없음,"3,251,000","3,200,000","51,000",02. 추정,통신 데이터,(사)이충무공선양군항제위원회,04. 지자체 위원회,창원시 축제의 육성 및 지원에 관한 조례,창원시,관광과,주무관,김종완,055-225-2345,
1108,16. 경남,창원시,제26회 마산가고파국화축제,02. 자연생태,마산합포구 일원(미정),05. 기타,16. 경남,창원시,마산합포구,2026,10,,2026,11,,9,미정,01. 매년,2000,"1,050",0,"1,050",0,해당없음,"765,000","765,000",모름,99. 무응답,기타,마산국화축제위원회,04. 지자체 위원회,창원시 축제의 육성 및 지원에 관한 조례,창원시,관광과,주무관,김연규,055-225-2343,
1109,16. 경남,창원시,창동 라면축제,03. 주민화합,마산합포구 창동거리길 32 창동통합상가 일원,01. 마을형,16. 경남,창원시,마산합포구,2026,11,1,2026,11,7,7,,01. 매년,2025,50,0,미확정,50,해당없음,"35,000","35,000",모름,01. 계측,티켓판매,창동통합상가상인회,05. 민간 협/단체,전통시장법,창원시,지역경제과,주무관,신주경,055-225-3228,
1110,16. 경남,진주시,제25회 진주논개제,04. 전통역사,"진주성
일원",04. 독립형,16. 경남,진주시,본성동,2026,5,2,2026,5,5,4,,01. 매년,2002,620,0,620,0,해당없음,"122,811","122,811",모름,02. 추정,통신 데이터,진주문화관광재단,02. 재단(관광/문화/예술),진주문화관광재단 설립 및 운영에 관한 조례,진주시,관광진흥과,주무관 ,김은정 ,055-749-8589,
1111,16. 경남,진주시,2026 진주남강유등축제,04. 전통역사,"진주성,
남강 일원",03. 수변형,16. 경남,진주시,본성동,2026,10,,2026,,,,미정,01. 매년,2002,"4,200",0,"2,665","1,535",해당없음,"647,530","645,541","1,989",02. 추정,통신 데이터,진주문화예술재단,02. 재단(관광/문화/예술),"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제3조",진주시,관광진흥과,주무관 ,안대윤,055-749-8588,
1112,16. 경남,진주시,제75회 개천예술제,01. 문화예술,진주시 일원,05. 기타,16. 경남,진주시,본성동,2026,10,,2026,,,,미정,01. 매년,1949,"2,211",0,"1,591",620,해당없음,"647,530","645,541","1,989",02. 추정,통신 데이터,한국예총진주지회,05. 민간 협/단체,"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제3조",진주시,관광진흥과,주무관 ,김은정 ,055-749-8589,
1113,16. 경남,진주시,2026 코리아드라마페스티벌,01. 문화예술,"장대동
남강둔치
일원",03. 수변형,16. 경남,진주시,장대동,2026,10,,2026,,,,미정,01. 매년,2006,890,250,600,40,문화체육관광부,"647,530","645,541","1,989",02. 추정,통신 데이터,"코리아
드라마
페스티벌
조직위원회",04. 지자체 위원회,"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제3조",진주시,관광진흥과,주무관 ,이용화,055-749-8590,
